0,28,16,0,0
100,26,40,0,1
99,45,45,0,0
98,27,41,0,0
97,11,26,0,0
96,1,9,0,0
95,1,44,0,0
94,0,46,0,0
93,26,5,0,0
92,46,26,0,0
91,37,3,0,0
90,17,7,0,0
89,42,2,0,0
88,49,13,0,0
87,16,38,0,0
86,19,44,0,0
85,30,31,0,0
84,6,40,0,0
83,12,4,0,0
82,42,45,0,0
81,13,23,0,0
80,40,12,0,0
79,48,37,0,0
78,45,5,0,0
77,38,42,0,0
76,10,15,0,0
75,46,27,0,0
74,38,9,0,0
73,16,39,0,0
72,15,17,0,0
71,14,31,0,0
70,49,32,0,0
69,43,18,0,0
68,4,16,0,0
67,20,0,0,0
66,17,26,0,0
65,6,33,0,0
64,10,19,0,0
63,47,25,0,0
62,24,23,0,0
61,42,40,0,0
60,5,20,0,0
59,26,20,0,0
58,8,23,0,0
57,30,33,0,0
56,39,40,0,0
55,43,16,0,0
54,15,37,0,0
53,1,42,0,0
52,22,39,0,0
51,47,7,0,0
50,46,6,0,0
49,1,43,0,0
48,17,17,0,0
47,38,34,0,0
46,28,30,0,0
45,10,22,0,0
44,24,38,0,0
43,21,6,0,0
42,21,21,0,0
41,21,43,0,0
40,4,3,0,0
39,5,28,0,0
38,16,43,0,0
37,33,30,0,0
36,41,32,0,0
35,23,14,0,0
34,3,34,0,0
33,23,19,0,0
32,25,39,0,0
31,1,15,0,0
30,14,42,0,0
29,7,22,0,0
28,36,22,0,0
27,13,28,0,0
26,35,31,0,0
25,16,13,0,0
24,0,22,0,0
23,10,26,0,0
22,2,7,0,0
21,15,46,0,0
20,1,44,0,0
19,30,11,0,0
18,36,15,0,0
17,48,41,0,0
16,28,43,0,0
15,44,33,0,0
14,15,25,0,0
13,34,5,0,0
12,46,31,0,0
11,31,32,0,0
10,5,34,0,0
9,15,38,0,0
8,24,20,0,0
7,16,1,0,0
6,27,45,0,0
5,39,39,0,0
4,17,16,0,0
3,1,19,0,0
2,15,3,0,0
1,48,31,0,0
100,1,0,1
0,28,14,0,0
100,25,40,0,1
99,46,48,0,0
98,28,45,0,0
97,15,27,0,0
96,3,13,0,0
95,2,44,0,0
94,3,49,0,0
93,28,7,0,0
92,46,23,0,0
91,41,0,0,0
90,17,4,0,0
89,39,4,0,0
88,3,13,0,0
87,14,39,0,0
86,21,42,0,0
85,34,29,0,0
84,2,40,0,0
83,15,3,0,0
82,43,45,0,0
81,16,23,0,0
80,42,12,0,0
79,2,41,0,0
78,41,1,0,0
77,38,38,0,0
76,9,18,0,0
75,49,24,0,0
74,38,9,0,0
73,16,36,0,0
72,15,16,0,0
71,16,27,0,0
70,3,32,0,0
69,46,15,0,0
68,1,16,0,0
67,20,1,0,0
66,18,22,0,0
65,4,30,0,0
64,14,19,0,0
63,45,21,0,0
62,24,22,0,0
61,44,40,0,0
60,2,17,0,0
59,26,20,0,0
58,11,23,0,0
57,30,32,0,0
56,42,37,0,0
55,47,14,0,0
