0	13	1	0	0
100	42	44	0	1
99	36	12	0	0
98	10	17	0	0
97	27	25	0	0
96	4	16	0	0
95	44	41	0	0
94	3	43	0	0
93	29	13	0	0
92	18	21	0	0
91	44	34	0	0
90	46	40	0	0
89	42	35	0	0
88	47	22	0	0
87	49	33	0	0
86	47	32	0	0
85	15	30	0	0
84	27	4	0	0
83	34	31	0	0
82	39	9	0	0
81	5	24	0	0
80	19	30	0	0
79	2	35	0	0
78	4	27	0	0
77	30	46	0	0
76	4	21	0	0
75	18	12	0	0
74	21	3	0	0
73	13	32	0	0
72	35	3	0	0
71	0	7	0	0
70	31	6	0	0
69	26	6	0	0
68	45	35	0	0
67	26	36	0	0
66	26	18	0	0
65	8	26	0	0
64	38	29	0	0
63	27	20	0	0
62	47	35	0	0
61	22	4	0	0
60	14	3	0	0
59	8	14	0	0
58	40	12	0	0
57	40	11	0	0
56	15	36	0	0
55	49	7	0	0
54	9	44	0	0
53	29	8	0	0
52	21	35	0	0
51	17	35	0	0
50	49	33	0	0
49	44	23	0	0
48	4	23	0	0
47	16	18	0	0
46	32	29	0	0
45	1	36	0	0
44	8	12	0	0
43	27	36	0	0
42	37	38	0	0
41	2	7	0	0
40	22	25	0	0
39	9	33	0	0
38	28	7	0	0
37	37	7	0	0
36	31	41	0	0
35	27	43	0	0
34	38	12	0	0
33	8	41	0	0
32	23	45	0	0
31	48	36	0	0
30	44	4	0	0
29	25	7	0	0
28	31	1	0	0
27	4	11	0	0
26	32	24	0	0
25	14	19	0	0
24	31	28	0	0
23	35	29	0	0
22	49	7	0	0
21	26	44	0	0
20	30	14	0	0
19	37	40	0	0
18	19	6	0	0
17	36	31	0	0
16	42	0	0	0
15	48	4	0	0
14	46	24	0	0
13	41	46	0	0
12	22	32	0	0
11	19	28	0	0
10	45	27	0	0
9	29	7	0	0
8	6	19	0	0
7	31	32	0	0
6	4	27	0	0
5	16	20	0	0
4	17	46	0	0
3	16	32	0	0
2	18	18	0	0
1	0	9	0	0
100	1	0	1	
0	15	3	0	0
100	42	47	0	1
99	36	8	0	0
98	6	17	0	0
97	30	27	0	0
96	8	20	0	0
95	46	38	0	1
94	7	41	0	0
93	30	10	0	0
92	18	18	0	0
91	44	38	0	0
90	0	37	0	1
89	39	36	0	0
88	45	20	0	0
87	1	29	0	0
86	45	34	0	0
85	15	33	0	0
84	29	3	0	0
83	34	31	0	0
82	40	10	0	0
81	9	28	0	0
80	20	32	0	0
79	2	32	0	0
78	5	24	0	0
77	29	47	0	0
76	7	25	0	0
75	22	16	0	0
74	22	1	0	0
73	15	29	0	0
72	36	1	0	0
71	3	11	0	0
70	33	9	0	0
69	26	4	0	0
68	47	32	0	0
67	26	32	0	0
66	26	14	0	0
65	9	23	0	0
64	41	31	0	0
63	23	19	0	0
62	48	32	0	0
61	24	4	0	0
60	12	5	0	0
59	5	16	0	0
58	43	8	0	0
57	43	11	0	0
56	18	39	0	0
55	49	7	0	0
54	11	41	0	0
53	31	9	0	0
52	21	35	0	0
51	20	33	0	0
50	49	32	0	0
49	43	26	0	0
48	4	21	0	0
47	13	18	0	0
46	36	27	0	0
45	1	34	0	0
44	12	14	0	0
43	27	34	0	0
42	39	36	0	0
41	5	7	0	0
40	18	23	0	0
39	10	33	0	0
38	29	7	0	0
37	37	7	0	0
36	28	41	0	0
35	31	44	0	0
34	40	11	0	0
33	10	38	0	0
32	26	45	0	0
31	1	37	0	0
30	42	5	0	0
29	25	7	0	0
28	31	4	0	0
27	7	12	0	0
26	35	24	0	0
25	14	20	0	0
24	33	24	0	0
23	36	25	0	0
22	3	5	0	0
21	29	47	0	0
20	33	10	0	0
19	37	36	0	0
18	19	7	0	0
17	37	34	0	0
16	41	2	0	0
15	47	0	0	0
14	49	26	0	0
13	42	44	0	0
12	26	30	0	0
11	19	25	0	0
10	45	23	0	0
9	29	3	0	0
8	9	19	0	0
7	28	34	0	0
6	3	26	0	0
5	16	22	0	0
4	16	0	0	0
3	20	35	0	0
2	15	18	0	0
1	4	9	0	0
98	3	0	2	
0	19	7	0	0
100	43	43	0	1
99	37	12	0	0
98	4	16	0	0
97	30	29	0	0
96	7	17	0	0
95	44	40	0	1
94	8	45	0	0
93	31	13	0	0
92	19	18	0	0
91	41	37	0	1
90	1	33	0	1
89	39	34	0	0
88	41	21	0	0
87	3	26	0	0
86	43	33	0	1
85	14	29	0	0
84	33	4	0	0
83	37	34	0	0
82	44	10	0	0
81	9	28	0	0
80	21	32	0	0
79	2	30	0	0
78	7	26	0	0
77	30	46	0	0
76	7	23	0	0
75	20	15	0	0
74	26	5	0	0
73	18	29	0	0
72	36	5	0	0
71	4	7	0	0
70	33	13	0	0
69	26	1	0	0
68	47	30	0	0
67	25	34	0	0
66	27	10	0	0
65	9	19	0	0
64	42	27	0	0
63	26	22	0	0
62	45	30	0	0
61	28	4	0	0
60	13	2	0	0
59	8	12	0	0
58	45	6	0	0
57	43	11	0	0
56	18	38	0	0
55	1	4	0	0
54	13	40	0	0
53	29	9	0	0
52	17	35	0	0
51	18	32	0	0
50	3	34	0	0
49	40	23	0	0
48	5	18	0	0
47	12	17	0	0
46	33	26	0	0
45	1	34	0	1
44	12	11	0	0
43	24	30	0	0
42	43	32	0	0
41	7	7	0	0
40	14	26	0	0
39	10	29	0	0
38	29	5	0	0
37	41	3	0	0
36	28	41	0	0
35	33	40	0	0
34	40	10	0	0
33	13	38	0	0
32	28	43	0	0
31	3	37	0	1
30	44	8	0	0
29	25	8	0	0
28	33	2	0	0
27	10	13	0	0
26	35	23	0	0
25	14	16	0	0
24	31	24	0	0
23	34	26	0	0
22	7	6	0	0
21	30	44	0	0
20	34	10	0	0
19	37	36	0	0
18	23	5	0	0
17	40	30	0	0
16	43	1	0	0
15	49	0	0	0
14	0	26	0	0
13	39	45	0	1
12	23	26	0	0
11	23	23	0	0
10	42	26	0	0
9	33	0	0	0
8	12	19	0	0
7	31	32	0	0
6	2	25	0	0
5	20	25	0	0
4	15	0	0	0
3	22	34	0	0
2	18	18	0	0
1	6	12	0	0
93	8	0	3	
0	22	7	0	0
100	47	43	0	1
99	41	12	0	0
98	5	17	0	0
97	30	28	0	0
96	11	18	0	0
95	48	39	0	1
94	5	48	0	0
93	27	11	0	0
92	19	16	0	0
91	41	41	0	1
90	1	29	0	1
89	41	33	0	1
88	40	20	0	0
87	4	24	0	0
86	47	34	0	1
85	17	30	0	0
84	37	5	0	0
83	39	36	0	0
82	44	8	0	0
81	13	27	0	0
80	17	29	0	0
79	6	28	0	1
78	10	23	0	0
77	32	46	0	0
76	9	23	0	0
75	24	15	0	0
74	27	6	0	0
73	21	26	0	0
72	40	5	0	0
71	6	3	0	0
70	29	13	0	0
69	27	1	0	0
68	1	30	0	1
67	29	35	0	0
66	27	9	0	0
65	9	18	0	0
64	46	24	0	0
63	30	19	0	0
62	45	30	0	1
61	28	2	0	0
60	17	2	0	0
59	8	12	0	0
58	44	3	0	0
57	39	11	0	0
56	20	34	0	0
55	3	6	0	0
54	17	40	0	0
53	27	8	0	0
52	18	35	0	0
51	16	32	0	0
50	3	34	0	1
49	42	27	0	0
48	9	15	0	0
47	11	20	0	0
46	29	28	0	0
45	5	30	0	1
44	11	7	0	0
43	25	33	0	0
42	40	31	0	0
41	5	7	0	0
40	18	25	0	0
39	8	31	0	0
38	33	6	0	0
37	38	1	0	0
36	24	45	0	0
35	33	43	0	0
34	39	8	0	0
33	16	37	0	0
32	29	43	0	0
31	4	40	0	1
30	40	9	0	0
29	25	6	0	0
28	35	1	0	0
27	13	15	0	0
26	31	20	0	0
25	12	12	0	0
24	27	21	0	0
23	34	24	0	0
22	8	5	0	0
21	30	43	0	0
20	36	10	0	0
19	39	36	0	1
18	27	6	0	0
17	39	30	0	0
