1,212,16,0,0
0,230,33,0,0
10,10,0,26
19,390,61,0,2
18,70,78,0,2
17,331,11,0,2
16,388,84,0,2
15,76,7,0,2
14,175,47,0,2
13,201,37,0,2
12,121,92,0,2
11,27,71,0,2
10,313,2,0,2
9,189,43,0,0
8,226,22,0,0
7,243,82,0,0
6,187,29,0,0
5,363,72,0,0
4,278,83,0,0
3,37,41,0,0
2,308,47,0,0
1,88,42,0,0
0,226,5,0,0
10,10,0,27
19,239,1,0,2
18,44,97,0,2
17,74,22,0,2
16,329,73,0,2
15,95,72,0,2
14,380,32,0,2
13,17,87,0,2
12,136,1,0,2
11,291,37,0,2
10,6,76,0,2
9,98,43,0,0
8,321,95,0,0
7,232,43,0,0
6,159,97,0,0
5,121,3,0,0
4,146,9,0,0
3,147,63,0,0
2,282,26,0,0
1,198,94,0,0
0,8,96,0,0
10,10,0,28
19,134,65,0,2
18,118,61,0,2
17,176,77,0,2
16,389,47,0,2
15,267,93,0,2
14,102,79,0,2
13,394,76,0,2
12,141,96,0,2
11,285,87,0,2
10,349,30,0,2
9,179,55,0,0
8,393,34,0,0
7,60,55,0,0
6,321,64,0,0
5,129,18,0,0
4,54,32,0,0
3,306,97,0,0
2,286,12,0,0
1,117,52,0,0
0,353,2,0,0
10,10,0,29
19,300,65,0,2
18,285,53,0,2
17,363,9,0,2
16,145,21,0,2
15,114,14,0,2
14,385,1,0,2
13,125,52,0,2
12,324,44,0,2
11,208,69,0,2
10,367,6,0,2
9,199,66,0,0
8,175,90,0,0
7,350,80,0,0
6,245,50,0,0
5,206,87,0,0
4,97,66,0,0
3,383,65,0,0
2,154,3,0,0
1,313,35,0,0
0,381,29,0,0
10,10,0,30
